,Sex,Age,Height,Weight,Season,Sport,Medal
189276,M,22.0,180.0,80.0,Winter,Alpine Skiing,
189277,F,24.0,164.0,62.0,Summer,Athletics,
189278,F,24.0,164.0,62.0,Summer,Athletics,
189279,F,28.0,164.0,62.0,Summer,Athletics,
189280,F,28.0,164.0,62.0,Summer,Athletics,
189281,F,32.0,164.0,62.0,Summer,Athletics,
189282,F,32.0,164.0,62.0,Summer,Athletics,
189283,M,21.0,176.0,67.0,Winter,Nordic Combined,
189284,M,21.0,176.0,67.0,Winter,Nordic Combined,
189285,M,18.0,187.0,79.0,Winter,Biathlon,
189286,M,18.0,187.0,79.0,Winter,Biathlon,
189287,M,21.0,187.0,79.0,Winter,Cross Country Skiing,
189288,M,23.0,176.0,74.0,Summer,Football,1.0
189289,M,15.0,185.0,85.0,Summer,Swimming,
189290,M,19.0,185.0,85.0,Summer,Swimming,
189291,M,19.0,185.0,85.0,Summer,Swimming,
189292,M,19.0,185.0,85.0,Summer,Swimming,
189293,M,19.0,185.0,85.0,Summer,Swimming,
189294,M,19.0,185.0,85.0,Summer,Swimming,
189295,M,23.0,185.0,85.0,Summer,Swimming,
189296,M,23.0,185.0,85.0,Summer,Swimming,
189297,M,23.0,185.0,85.0,Summer,Swimming,
189298,M,27.0,185.0,85.0,Summer,Swimming,
189299,F,27.0,167.0,63.0,Summer,Handball,
189300,F,16.0,160.0,50.0,Summer,Gymnastics,
189301,F,16.0,160.0,50.0,Summer,Gymnastics,
189302,F,16.0,160.0,50.0,Summer,Gymnastics,
189303,F,16.0,160.0,50.0,Summer,Gymnastics,
189304,F,16.0,160.0,50.0,Summer,Gymnastics,
189305,M,31.0,,,Summer,Boxing,
189306,M,24.0,182.0,103.0,Summer,Athletics,
189307,M,28.0,182.0,103.0,Summer,Athletics,
189308,M,25.0,181.0,90.0,Summer,Judo,
189309,M,27.0,183.0,75.0,Summer,Boxing,
189310,M,,,,Summer,Fencing,
189311,M,,,,Summer,Hockey,
189312,M,27.0,,,Summer,Rowing,2.0
189313,M,31.0,,,Summer,Rowing,
189314,M,38.0,,,Summer,Fencing,
189315,M,42.0,,,Summer,Fencing,3.0
189316,M,42.0,,,Summer,Fencing,3.0
189317,M,42.0,,,Summer,Fencing,
189318,M,46.0,,,Summer,Fencing,
189319,M,46.0,,,Summer,Fencing,
189320,M,40.0,,,Summer,Fencing,1.0
189321,F,16.0,160.0,49.0,Summer,Diving,
189322,F,16.0,160.0,49.0,Summer,Diving,
189323,M,22.0,183.0,76.0,Winter,Cross Country Skiing,
189324,M,22.0,183.0,76.0,Winter,Cross Country Skiing,
189325,M,22.0,183.0,76.0,Winter,Cross Country Skiing,
189326,M,22.0,183.0,76.0,Winter,Cross Country Skiing,
189327,M,30.0,175.0,90.0,Summer,Weightlifting,
189328,F,23.0,164.0,61.0,Summer,Athletics,
189329,F,23.0,164.0,61.0,Summer,Athletics,
189330,F,27.0,164.0,61.0,Summer,Athletics,
189331,F,27.0,164.0,61.0,Summer,Athletics,
189332,F,27.0,164.0,61.0,Summer,Athletics,
189333,M,32.0,184.0,77.0,Summer,Sailing,
189334,M,40.0,,,Summer,Art Competitions,
189335,M,40.0,,,Summer,Art Competitions,
189336,M,24.0,,,Summer,Swimming,
189337,M,24.0,,,Summer,Swimming,
189338,M,22.0,190.0,80.0,Summer,Volleyball,
189339,M,26.0,190.0,80.0,Summer,Volleyball,
189340,F,20.0,187.0,81.0,Summer,Swimming,3.0
189341,F,20.0,168.0,76.0,Winter,Ice Hockey,3.0
189342,F,24.0,168.0,76.0,Winter,Ice Hockey,3.0
189343,F,28.0,168.0,76.0,Winter,Ice Hockey,3.0
189344,M,23.0,173.0,73.0,Summer,Hockey,1.0
189345,M,27.0,173.0,73.0,Summer,Hockey,2.0
189346,M,30.0,173.0,73.0,Summer,Hockey,
189347,M,25.0,180.0,73.0,Summer,Basketball,3.0
189348,M,,,,Summer,Athletics,
189349,M,22.0,187.0,82.0,Summer,Swimming,
189350,M,22.0,187.0,82.0,Summer,Swimming,
189351,M,22.0,187.0,82.0,Summer,Swimming,
189352,M,29.0,168.0,63.0,Summer,Athletics,
189353,M,25.0,204.0,91.0,Summer,Volleyball,
189354,M,,,,Summer,Athletics,
189355,M,17.0,183.0,70.0,Winter,Alpine Skiing,
189356,M,17.0,183.0,70.0,Winter,Alpine Skiing,
189357,M,18.0,178.0,75.0,Winter,Luge,
189358,M,20.0,178.0,75.0,Winter,Luge,
189359,M,24.0,204.0,100.0,Summer,Basketball,
189360,M,28.0,204.0,100.0,Summer,Basketball,
189361,M,32.0,204.0,100.0,Summer,Basketball,
189362,F,21.0,174.0,64.0,Summer,Rowing,2.0
189363,F,25.0,174.0,64.0,Summer,Rowing,3.0
189364,F,29.0,174.0,64.0,Summer,Rowing,3.0
189365,F,33.0,174.0,64.0,Summer,Rowing,3.0
189366,F,37.0,174.0,64.0,Summer,Rowing,1.0
189367,M,26.0,200.0,102.0,Summer,Basketball,3.0
189368,M,30.0,200.0,102.0,Summer,Basketball,3.0
189369,M,32.0,193.0,84.0,Summer,Volleyball,2.0
189370,F,26.0,168.0,50.0,Summer,Athletics,
189371,F,30.0,168.0,50.0,Summer,Athletics,
189372,M,25.0,185.0,77.0,Summer,Basketball,3.0
189373,M,20.0,179.0,67.0,Summer,Athletics,
189374,M,21.0,172.0,65.0,Summer,Athletics,
189375,M,21.0,172.0,65.0,Summer,Athletics,
189376,M,25.0,172.0,65.0,Summer,Athletics,
189377,M,25.0,172.0,65.0,Summer,Athletics,1.0
189378,M,29.0,172.0,65.0,Summer,Athletics,1.0
189379,M,,,,Summer,Athletics,
189380,F,24.0,171.0,65.0,Summer,Athletics,
189381,F,28.0,171.0,65.0,Summer,Athletics,
189382,M,22.0,180.0,87.0,Summer,Rugby,2.0
189383,F,21.0,171.0,65.0,Summer,Athletics,
189384,M,28.0,163.0,53.0,Summer,Rowing,
189385,M,22.0,173.0,67.0,Summer,Boxing,
189386,M,40.0,,,Summer,Equestrianism,
189387,M,40.0,,,Summer,Equestrianism,
189388,M,33.0,189.0,90.0,Summer,Water Polo,
189389,M,18.0,183.0,76.0,Summer,Fencing,
189390,M,18.0,183.0,76.0,Summer,Fencing,
189391,M,21.0,178.0,86.0,Summer,Cycling,
189392,M,34.0,,,Summer,Gymnastics,1.0
189393,M,20.0,177.0,60.0,Summer,Boxing,
189394,F,24.0,168.0,50.0,Winter,Cross Country Skiing,
189395,F,24.0,168.0,50.0,Winter,Cross Country Skiing,
189396,F,24.0,168.0,50.0,Winter,Cross Country Skiing,
189397,F,24.0,168.0,50.0,Winter,Cross Country Skiing,
189398,M,22.0,173.0,67.0,Summer,Football,
189399,M,24.0,170.0,75.0,Summer,Wrestling,
189400,M,28.0,170.0,75.0,Summer,Wrestling,
189401,M,26.0,174.0,68.0,Summer,Diving,
189402,M,29.0,174.0,68.0,Summer,Diving,
189403,M,25.0,183.0,82.0,Summer,Shooting,
189404,M,29.0,183.0,82.0,Summer,Shooting,
189405,M,33.0,183.0,82.0,Summer,Shooting,
189406,M,33.0,183.0,82.0,Summer,Shooting,
189407,M,23.0,185.0,84.0,Summer,Swimming,
189408,M,23.0,185.0,84.0,Summer,Swimming,
189409,M,27.0,185.0,84.0,Summer,Water Polo,
189410,M,18.0,,,Winter,Bobsleigh,
189411,M,18.0,,,Winter,Bobsleigh,
189412,M,21.0,187.0,73.0,Summer,Athletics,
189413,M,25.0,187.0,73.0,Summer,Athletics,
189414,M,20.0,197.0,91.0,Summer,Swimming,
189415,M,22.0,180.0,74.0,Summer,Football,
189416,M,23.0,173.0,73.0,Winter,Cross Country Skiing,
189417,M,23.0,173.0,73.0,Winter,Cross Country Skiing,
189418,M,23.0,173.0,73.0,Winter,Cross Country Skiing,
189419,M,27.0,173.0,73.0,Winter,Cross Country Skiing,
189420,M,27.0,173.0,73.0,Winter,Cross Country Skiing,
189421,M,27.0,173.0,73.0,Winter,Cross Country Skiing,
189422,M,27.0,173.0,73.0,Winter,Cross Country Skiing,
189423,F,19.0,165.0,56.0,Summer,Athletics,
189424,M,22.0,,,Summer,Athletics,
189425,M,22.0,,,Summer,Athletics,
189426,M,22.0,,,Summer,Athletics,
189427,M,18.0,190.0,88.0,Summer,Rowing,
189428,M,20.0,202.0,108.0,Summer,Rowing,
189429,M,24.0,202.0,108.0,Summer,Rowing,
189430,M,20.0,,,Summer,Swimming,
189431,M,20.0,,,Summer,Swimming,
189432,M,20.0,,,Summer,Swimming,
189433,M,24.0,178.0,80.0,Winter,Ice Hockey,
189434,M,21.0,188.0,65.0,Summer,Athletics,
189435,M,21.0,188.0,65.0,Summer,Athletics,
189436,M,25.0,188.0,65.0,Summer,Athletics,2.0
189437,M,25.0,188.0,65.0,Summer,Athletics,
189438,M,29.0,188.0,65.0,Summer,Athletics,
189439,M,29.0,188.0,65.0,Summer,Athletics,
189440,M,44.0,,,Summer,Sailing,1.0
189441,F,18.0,,,Summer,Swimming,
189442,F,18.0,,,Summer,Swimming,
189443,F,18.0,,,Summer,Swimming,
189444,F,22.0,,,Summer,Swimming,
189445,F,22.0,,,Summer,Swimming,
189446,M,22.0,189.0,84.0,Summer,Rowing,
189447,M,26.0,189.0,84.0,Summer,Rowing,
189448,M,30.0,189.0,84.0,Summer,Rowing,
189449,M,23.0,186.0,86.0,Summer,Rowing,
189450,M,27.0,186.0,86.0,Summer,Rowing,
189451,M,23.0,160.0,66.0,Summer,Wrestling,3.0
189452,M,27.0,160.0,66.0,Summer,Wrestling,1.0
189453,M,26.0,181.0,78.0,Summer,Athletics,
189454,M,29.0,183.0,72.0,Summer,Sailing,
189455,M,32.0,184.0,73.0,Summer,Sailing,
189456,M,30.0,,,Summer,Sailing,
189457,M,26.0,,,Summer,Football,3.0
189458,M,23.0,186.0,81.0,Summer,Boxing,
189459,M,21.0,169.0,83.0,Summer,Weightlifting,
189460,M,21.0,177.0,68.0,Summer,Football,
189461,M,25.0,177.0,68.0,Summer,Football,1.0
189462,M,20.0,184.0,80.0,Summer,Football,
189463,M,29.0,200.0,140.0,Summer,Athletics,
189464,M,33.0,200.0,140.0,Summer,Athletics,
189465,M,,,,Summer,Swimming,
189466,M,,,,Summer,Swimming,
189467,M,,,,Summer,Swimming,
189468,M,,,,Summer,Swimming,
189469,M,,,,Summer,Swimming,
189470,M,,,,Summer,Swimming,
189471,F,31.0,167.0,65.0,Summer,Athletics,
189472,M,16.0,,,Summer,Swimming,
189473,M,25.0,,,Summer,Swimming,
189474,M,26.0,174.0,60.0,Summer,Shooting,
189475,F,17.0,150.0,48.0,Summer,Weightlifting,
189476,F,21.0,150.0,48.0,Summer,Weightlifting,
189477,F,20.0,182.0,70.0,Summer,Volleyball,
189478,F,20.0,180.0,66.0,Summer,Tennis,
189479,F,24.0,180.0,66.0,Summer,Tennis,
189480,F,28.0,180.0,66.0,Summer,Tennis,
189481,F,22.0,166.0,58.0,Summer,Fencing,
189482,M,,,,Summer,Art Competitions,
189483,M,21.0,,,Winter,Alpine Skiing,
189484,M,21.0,,,Winter,Alpine Skiing,
189485,M,,,,Summer,Gymnastics,1.0
189486,M,26.0,,,Summer,Cycling,
189487,F,25.0,168.0,72.0,Summer,Wrestling,
189488,F,29.0,168.0,72.0,Summer,Wrestling,
189489,F,18.0,170.0,59.0,Summer,Swimming,
189490,F,22.0,170.0,59.0,Summer,Swimming,
189491,M,21.0,,,Summer,Rowing,2.0
189492,F,24.0,172.0,60.0,Summer,Athletics,
189493,M,24.0,195.0,89.0,Summer,Rowing,
189494,M,19.0,166.0,52.0,Summer,Wrestling,
189495,M,23.0,166.0,52.0,Summer,Wrestling,
189496,M,27.0,166.0,52.0,Summer,Wrestling,3.0
189497,M,31.0,166.0,52.0,Summer,Wrestling,1.0
189498,M,,,,Summer,Art Competitions,
189499,M,27.0,175.0,68.0,Summer,Rowing,
189500,M,30.0,,,Summer,Fencing,
189501,M,30.0,,,Summer,Fencing,
189502,M,30.0,,,Summer,Fencing,2.0
189503,M,42.0,175.0,78.0,Summer,Sailing,
189504,F,25.0,174.0,71.0,Summer,Hockey,
189505,F,29.0,174.0,71.0,Summer,Hockey,3.0
189506,M,23.0,186.0,90.0,Summer,Water Polo,
189507,M,27.0,186.0,90.0,Summer,Water Polo,
189508,M,23.0,191.0,92.0,Summer,Basketball,
189509,M,25.0,180.0,78.0,Summer,Canoeing,2.0
189510,M,25.0,180.0,78.0,Summer,Canoeing,
189511,M,29.0,180.0,78.0,Summer,Canoeing,
189512,M,33.0,180.0,78.0,Summer,Canoeing,
189513,M,25.0,175.0,70.0,Summer,Athletics,
189514,F,22.0,,,Summer,Athletics,2.0
189515,F,25.0,168.0,57.0,Winter,Biathlon,
189516,F,25.0,168.0,57.0,Winter,Biathlon,
189517,M,28.0,182.0,108.0,Summer,Weightlifting,1.0
189518,M,23.0,,,Summer,Boxing,
189519,M,22.0,170.0,78.0,Winter,Ice Hockey,
189520,M,26.0,170.0,78.0,Winter,Ice Hockey,
189521,M,20.0,188.0,84.0,Summer,Volleyball,
189522,M,28.0,188.0,84.0,Summer,Volleyball,
189523,M,34.0,,,Summer,Art Competitions,
189524,F,18.0,170.0,53.0,Summer,Rhythmic Gymnastics,
189525,F,22.0,170.0,53.0,Summer,Rhythmic Gymnastics,
189526,M,25.0,197.0,120.0,Summer,Athletics,
189527,M,29.0,197.0,120.0,Summer,Athletics,
189528,F,27.0,188.0,125.0,Summer,Athletics,2.0
189529,F,21.0,170.0,50.0,Summer,Rhythmic Gymnastics,
189530,M,31.0,180.0,76.0,Summer,Athletics,
189531,F,26.0,164.0,55.0,Summer,Athletics,
189532,F,26.0,164.0,55.0,Summer,Athletics,
189533,M,22.0,199.0,80.0,Summer,Basketball,
189534,M,26.0,199.0,80.0,Summer,Basketball,
189535,F,18.0,153.0,39.0,Summer,Gymnastics,
189536,F,18.0,153.0,39.0,Summer,Gymnastics,
189537,F,18.0,153.0,39.0,Summer,Gymnastics,
189538,F,18.0,153.0,39.0,Summer,Gymnastics,
189539,F,18.0,153.0,39.0,Summer,Gymnastics,
189540,F,18.0,153.0,39.0,Summer,Gymnastics,
189541,M,22.0,183.0,106.0,Summer,Athletics,
189542,M,26.0,183.0,106.0,Summer,Athletics,
189543,F,20.0,173.0,62.0,Summer,Athletics,
189544,F,20.0,173.0,62.0,Summer,Athletics,
189545,F,19.0,172.0,65.0,Summer,Tennis,
189546,F,23.0,172.0,65.0,Summer,Tennis,
189547,F,23.0,172.0,65.0,Summer,Tennis,
189548,M,26.0,178.0,67.0,Summer,Sailing,
189549,F,22.0,170.0,83.0,Summer,Sailing,
189550,F,26.0,170.0,83.0,Summer,Sailing,
189551,M,28.0,178.0,79.0,Summer,Shooting,
189552,F,22.0,,,Summer,Diving,
189553,M,,,,Summer,Gymnastics,
189554,M,,,,Summer,Gymnastics,
189555,F,37.0,170.0,70.0,Summer,Archery,
189556,M,32.0,,,Summer,Equestrianism,
189557,M,32.0,,,Summer,Equestrianism,
189558,M,20.0,186.0,70.0,Summer,Equestrianism,
189559,M,20.0,186.0,70.0,Summer,Equestrianism,
189560,F,25.0,177.0,64.0,Summer,Hockey,
189561,M,20.0,189.0,83.0,Summer,Basketball,
189562,M,52.0,,,Summer,Shooting,
189563,M,20.0,180.0,74.0,Summer,Football,
189564,F,31.0,165.0,55.0,Summer,Athletics,
189565,F,31.0,165.0,55.0,Summer,Athletics,
189566,M,25.0,181.0,77.0,Summer,Athletics,
189567,M,25.0,181.0,77.0,Summer,Athletics,
189568,M,21.0,,,Summer,Boxing,2.0
189569,M,27.0,177.0,85.0,Summer,Judo,
189570,M,23.0,179.0,82.0,Summer,Canoeing,
189571,M,27.0,179.0,82.0,Summer,Canoeing,
189572,M,31.0,179.0,82.0,Summer,Canoeing,1.0
189573,M,19.0,169.0,54.0,Summer,Boxing,
189574,M,20.0,170.0,67.0,Summer,Hockey,
189575,M,23.0,173.0,55.0,Summer,Athletics,
189576,M,35.0,173.0,55.0,Summer,Athletics,
189577,M,27.0,,,Winter,Ice Hockey,1.0
189578,M,23.0,,,Winter,Alpine Skiing,
189579,M,23.0,,,Winter,Alpine Skiing,
189580,M,23.0,,,Winter,Alpine Skiing,
189581,M,19.0,186.0,67.0,Summer,Table Tennis,
189582,M,23.0,186.0,67.0,Summer,Table Tennis,
189583,M,23.0,186.0,67.0,Summer,Table Tennis,
189584,M,21.0,186.0,80.0,Summer,Football,
189585,M,16.0,174.0,61.0,Winter,Ski Jumping,
189586,M,16.0,174.0,61.0,Winter,Ski Jumping,
189587,F,37.0,173.0,53.0,Summer,Cycling,
189588,F,37.0,173.0,53.0,Summer,Cycling,
189589,M,25.0,178.0,87.0,Summer,Wrestling,
189590,M,26.0,,90.0,Summer,Weightlifting,
189591,F,30.0,167.0,61.0,Summer,Handball,
189592,M,24.0,186.0,74.0,Summer,Athletics,
189593,M,24.0,,,Summer,Rowing,
189594,M,21.0,195.0,94.0,Summer,Athletics,
189595,M,25.0,195.0,94.0,Summer,Athletics,1.0
189596,M,29.0,195.0,94.0,Summer,Athletics,
189597,M,33.0,195.0,94.0,Summer,Athletics,
189598,M,26.0,191.0,97.0,Winter,Ice Hockey,1.0
189599,M,27.0,177.0,71.0,Winter,Cross Country Skiing,
189600,M,27.0,177.0,71.0,Winter,Cross Country Skiing,3.0
189601,M,31.0,177.0,71.0,Winter,Cross Country Skiing,
189602,M,31.0,177.0,71.0,Winter,Cross Country Skiing,
189603,M,31.0,177.0,71.0,Winter,Cross Country Skiing,1.0
189604,M,24.0,183.0,82.5,Summer,Rowing,
189605,M,28.0,183.0,82.5,Summer,Rowing,
189606,M,28.0,183.0,82.5,Summer,Rowing,1.0
189607,M,32.0,183.0,82.5,Summer,Rowing,1.0
189608,M,36.0,183.0,82.5,Summer,Rowing,
189609,M,19.0,,,Summer,Rowing,2.0
189610,M,23.0,,67.0,Summer,Weightlifting,
189611,M,24.0,186.0,83.0,Summer,Sailing,
189612,F,19.0,171.0,58.0,Winter,Biathlon,
189613,F,19.0,171.0,58.0,Winter,Biathlon,
189614,F,19.0,171.0,58.0,Winter,Biathlon,
189615,F,21.0,171.0,58.0,Winter,Biathlon,
189616,F,21.0,171.0,58.0,Winter,Biathlon,
189617,F,21.0,171.0,58.0,Winter,Biathlon,
189618,F,25.0,171.0,58.0,Winter,Biathlon,
189619,F,25.0,171.0,58.0,Winter,Biathlon,
189620,F,17.0,,,Winter,Alpine Skiing,
189621,F,17.0,,,Winter,Alpine Skiing,
189622,F,17.0,,,Winter,Alpine Skiing,
189623,F,21.0,,,Winter,Alpine Skiing,2.0
189624,F,21.0,,,Winter,Alpine Skiing,2.0
189625,F,21.0,,,Winter,Alpine Skiing,
189626,F,24.0,168.0,59.0,Summer,Badminton,
189627,F,28.0,168.0,59.0,Summer,Badminton,
189628,M,21.0,182.0,92.0,Summer,Wrestling,
189629,M,25.0,182.0,92.0,Summer,Wrestling,
189630,M,29.0,182.0,92.0,Summer,Wrestling,
189631,M,33.0,182.0,92.0,Summer,Wrestling,
189632,M,,,,Summer,Rowing,
189633,F,17.0,148.0,45.0,Summer,Athletics,
189634,F,17.0,148.0,45.0,Summer,Athletics,
189635,M,22.0,163.0,57.0,Summer,Gymnastics,
189636,M,22.0,163.0,57.0,Summer,Gymnastics,
189637,M,22.0,163.0,57.0,Summer,Gymnastics,
189638,M,22.0,163.0,57.0,Summer,Gymnastics,
189639,M,22.0,163.0,57.0,Summer,Gymnastics,
189640,M,22.0,163.0,57.0,Summer,Gymnastics,
189641,M,22.0,163.0,57.0,Summer,Gymnastics,
189642,M,22.0,163.0,57.0,Summer,Gymnastics,
189643,M,26.0,182.0,88.0,Summer,Boxing,
189644,M,28.0,178.0,76.0,Summer,Canoeing,
189645,F,16.0,172.0,57.0,Summer,Swimming,3.0
189646,M,20.0,,,Summer,Athletics,
189647,M,20.0,,,Summer,Athletics,
189648,M,20.0,,,Summer,Athletics,
189649,M,,,,Summer,Athletics,
189650,M,,,,Summer,Athletics,
189651,M,24.0,,,Summer,Rowing,
189652,M,22.0,175.0,78.0,Summer,Cycling,
189653,M,22.0,175.0,78.0,Summer,Cycling,
189654,F,21.0,,,Summer,Gymnastics,
189655,F,25.0,,,Summer,Gymnastics,
189656,F,25.0,,,Summer,Gymnastics,
189657,F,25.0,,,Summer,Gymnastics,
189658,F,25.0,,,Summer,Gymnastics,
189659,F,25.0,,,Summer,Gymnastics,
189660,F,25.0,,,Summer,Gymnastics,
189661,F,25.0,,,Summer,Gymnastics,
189662,F,18.0,,,Summer,Gymnastics,
189663,F,18.0,,,Summer,Gymnastics,
189664,F,18.0,,,Summer,Gymnastics,
189665,F,18.0,,,Summer,Gymnastics,
189666,F,18.0,,,Summer,Gymnastics,
189667,F,18.0,,,Summer,Gymnastics,
189668,F,18.0,,,Summer,Gymnastics,
189669,M,21.0,173.0,66.0,Summer,Athletics,
189670,M,16.0,165.0,61.0,Winter,Nordic Combined,
189671,M,20.0,165.0,61.0,Winter,Nordic Combined,1.0
189672,M,20.0,165.0,61.0,Winter,Nordic Combined,
189673,M,20.0,165.0,61.0,Winter,Nordic Combined,
189674,M,23.0,165.0,61.0,Winter,Nordic Combined,
189675,M,23.0,165.0,61.0,Winter,Nordic Combined,
189676,M,23.0,165.0,61.0,Winter,Nordic Combined,
189677,M,23.0,184.0,75.0,Summer,Boxing,
189678,F,17.0,180.0,82.0,Summer,Athletics,
189679,F,17.0,180.0,82.0,Summer,Athletics,
189680,F,21.0,180.0,82.0,Summer,Athletics,
189681,F,31.0,180.0,82.0,Winter,Bobsleigh,
189682,M,31.0,178.0,57.0,Summer,Boxing,
189683,M,25.0,155.0,56.0,Summer,Weightlifting,
189684,M,29.0,155.0,56.0,Summer,Weightlifting,
189685,M,33.0,155.0,56.0,Summer,Weightlifting,
189686,M,21.0,171.0,68.0,Summer,Wrestling,
189687,M,21.0,,,Summer,Football,1.0
189688,M,23.0,,,Summer,Boxing,
189689,M,20.0,,,Winter,Ice Hockey,
189690,M,25.0,169.0,,Summer,Modern Pentathlon,
189691,M,29.0,195.0,91.0,Summer,Basketball,3.0
189692,M,22.0,185.0,80.0,Summer,Sailing,
189693,F,23.0,174.0,72.0,Summer,Archery,
189694,M,21.0,176.0,66.0,Summer,Swimming,
189695,M,21.0,176.0,66.0,Summer,Swimming,
189696,M,21.0,176.0,66.0,Summer,Swimming,
189697,M,24.0,176.0,66.0,Summer,Swimming,
189698,M,18.0,183.0,75.0,Summer,Swimming,
189699,M,18.0,183.0,75.0,Summer,Swimming,
189700,M,18.0,183.0,75.0,Summer,Swimming,
189701,M,18.0,183.0,75.0,Summer,Swimming,
189702,M,23.0,183.0,75.0,Summer,Swimming,
189703,M,23.0,183.0,75.0,Summer,Swimming,
189704,M,23.0,183.0,75.0,Summer,Swimming,
189705,M,21.0,199.0,94.0,Summer,Rowing,
189706,M,25.0,199.0,94.0,Summer,Rowing,
189707,M,34.0,186.0,90.0,Summer,Sailing,
189708,M,27.0,180.0,70.0,Summer,Sailing,
189709,F,17.0,177.0,68.0,Summer,Swimming,
189710,F,17.0,177.0,68.0,Summer,Swimming,
189711,F,25.0,177.0,68.0,Summer,Swimming,
189712,M,25.0,189.0,89.0,Summer,Handball,
189713,F,24.0,169.0,70.0,Summer,Athletics,
189714,F,24.0,172.0,56.0,Summer,Athletics,
189715,M,20.0,174.0,74.0,Summer,Cycling,
189716,M,27.0,,,Summer,Boxing,
189717,M,20.0,169.0,64.0,Summer,Athletics,
189718,M,23.0,171.0,63.0,Summer,Archery,
189719,M,21.0,166.0,62.0,Summer,Football,1.0
189720,M,21.0,180.0,77.0,Summer,Cycling,
189721,M,25.0,190.0,84.0,Summer,Handball,
189722,M,29.0,190.0,84.0,Summer,Handball,
189723,M,17.0,173.0,57.0,Summer,Boxing,
189724,M,33.0,179.0,66.0,Summer,Equestrianism,
189725,M,33.0,179.0,66.0,Summer,Equestrianism,
189726,M,22.0,173.0,71.0,Summer,Football,
189727,M,21.0,183.0,73.0,Summer,Athletics,
189728,M,22.0,176.0,79.0,Summer,Cycling,
189729,M,26.0,176.0,79.0,Summer,Cycling,
189730,M,31.0,176.0,79.0,Summer,Cycling,
189731,M,25.0,195.0,90.0,Summer,Athletics,
189732,F,22.0,158.0,47.0,Winter,Speed Skating,
189733,F,22.0,158.0,47.0,Winter,Speed Skating,
189734,M,21.0,,,Summer,Cycling,3.0
189735,F,16.0,,,Summer,Gymnastics,2.0
189736,M,21.0,187.0,68.0,Summer,Swimming,
189737,M,25.0,187.0,68.0,Summer,Swimming,
189738,M,22.0,175.0,75.0,Summer,Gymnastics,
189739,M,22.0,175.0,75.0,Summer,Gymnastics,
189740,M,22.0,175.0,75.0,Summer,Gymnastics,
189741,M,22.0,175.0,75.0,Summer,Gymnastics,
189742,M,22.0,175.0,75.0,Summer,Gymnastics,
189743,M,22.0,175.0,75.0,Summer,Gymnastics,
189744,M,22.0,175.0,75.0,Summer,Gymnastics,
189745,M,27.0,185.0,68.0,Summer,Swimming,
189746,M,22.0,187.0,84.0,Summer,Water Polo,3.0
189747,M,26.0,187.0,84.0,Summer,Water Polo,
189748,M,30.0,187.0,84.0,Summer,Water Polo,
189749,M,34.0,187.0,84.0,Summer,Water Polo,
189750,M,,,,Summer,Rowing,1.0
189751,F,24.0,177.0,73.0,Summer,Handball,
189752,M,29.0,180.0,70.0,Summer,Fencing,
189753,M,33.0,180.0,70.0,Summer,Fencing,
189754,M,33.0,180.0,70.0,Summer,Fencing,2.0
189755,M,23.0,,,Summer,Wrestling,
189756,M,25.0,180.0,75.0,Summer,Cycling,
189757,M,30.0,179.0,61.0,Summer,Athletics,
189758,M,26.0,193.0,80.0,Summer,Athletics,
189759,M,39.0,181.0,77.0,Summer,Sailing,
189760,M,27.0,189.0,96.0,Summer,Boxing,
189761,F,22.0,174.0,70.0,Summer,Judo,
189762,F,26.0,174.0,70.0,Summer,Judo,
189763,F,30.0,174.0,70.0,Summer,Judo,
189764,M,20.0,187.0,95.0,Summer,Cycling,
189765,M,24.0,187.0,95.0,Summer,Cycling,
189766,M,28.0,187.0,95.0,Summer,Cycling,1.0
189767,F,33.0,162.0,61.0,Summer,Rugby Sevens,
189768,F,34.0,168.0,53.0,Summer,Athletics,
189769,F,21.0,153.0,46.0,Winter,Figure Skating,
189770,M,23.0,177.0,75.0,Summer,Rugby Sevens,
189771,M,21.0,190.0,79.0,Summer,Athletics,
189772,M,22.0,170.0,67.0,Summer,Cycling,
189773,M,21.0,167.0,70.0,Summer,Cycling,
189774,M,21.0,167.0,70.0,Summer,Cycling,
189775,M,21.0,182.0,76.0,Winter,Figure Skating,
189776,F,26.0,179.0,67.0,Summer,Volleyball,
189777,F,25.0,170.0,64.0,Summer,Hockey,1.0
189778,F,29.0,170.0,64.0,Summer,Hockey,
189779,M,25.0,,,Summer,Football,
189780,M,24.0,181.0,68.0,Summer,Fencing,
189781,M,20.0,187.0,76.0,Summer,Swimming,
189782,M,20.0,187.0,76.0,Summer,Swimming,
189783,M,25.0,172.0,75.0,Summer,Boxing,
189784,M,25.0,180.0,68.0,Summer,Table Tennis,
189785,M,29.0,180.0,68.0,Summer,Table Tennis,
189786,M,29.0,180.0,68.0,Summer,Table Tennis,
189787,M,19.0,182.0,73.0,Summer,Athletics,
189788,M,23.0,182.0,73.0,Summer,Athletics,
189789,M,27.0,182.0,73.0,Summer,Athletics,
189790,M,31.0,182.0,73.0,Summer,Athletics,
189791,M,22.0,,,Summer,Boxing,
189792,M,21.0,179.0,76.0,Summer,Canoeing,
189793,M,,,,Summer,Gymnastics,
189794,M,,,,Summer,Gymnastics,
189795,M,,,,Summer,Gymnastics,
189796,M,,,,Summer,Gymnastics,
189797,M,48.0,,,Summer,Art Competitions,
